joint_short,height_bin,azimuth_bin,raw_abs_theta,signed_mean,n_test,bias_signed_theta,abs_bias,n_calib,corr_abs_theta,improvement,r2,n
L_Knee,2,7,11.796485569122387,11.72436143036116,83,16.202890039144858,17.881724430153376,397,4.406404470022471,62.64646411676753,0.9107141661609716,7
L_Knee,3,0,17.468369303614878,-10.05100917215679,39,-8.501250777432315,13.799482364651578,716,25.969620081047193,-48.666539100894084,0.69827426812923,7
L_Knee,3,1,14.14968822259067,-0.42469966763834455,180,-0.20646270791540697,13.689521023375194,481,14.356150930506077,-1.4591325594423954,0.2128326240487401,13
L_Knee,3,2,13.672266419176275,9.331680245876655,18,8.832010660269667,11.862055723725348,750,4.840255758906608,64.59799999129754,0.2731240157025427,11
L_Knee,3,4,21.148856943675185,20.281678580752683,131,24.669453915415968,24.884719293911758,272,3.5205969717407832,83.35325175674016,0.6149105468932884,11
L_Knee,3,5,25.556590883938142,23.173475548843996,201,21.649852494039074,23.572949264710015,191,3.9067383898990684,84.71338212658722,0.750721056299484,8
L_Knee,3,6,42.12775658897189,42.1277565889719,27,25.970781850209413,27.822029343741683,584,16.15697473876248,61.64767353647307,0.6305131116256741,13
L_Knee,3,7,16.775374846412227,12.84293420538814,171,16.326807947241313,23.1282342485654,346,0.4485668991709133,97.32603948777425,0.9144900898285409,9
L_Shoulder,0,0,3.9038744197473294,1.449126004565963,69,1.969771979951299,5.459932329301585,564,1.9341024397960305,50.456847945400575,0.9009312685972108,12
L_Shoulder,0,1,7.296030062311926,-5.752538321357411,478,-6.111017954477914,6.998479979832215,419,13.40704801678984,-83.75812465527983,0.942928390426516,13
L_Shoulder,0,2,11.903833422148107,-11.385872457489745,424,-10.286450755735656,10.295896604833548,491,22.19028417788376,-86.41292591172207,0.9557592303151412,12
L_Shoulder,0,3,20.01030026695366,-20.01030026695366,87,-17.54341301776108,17.543413017761075,263,37.55371328471474,-87.67191288345352,0.5859135979347421,9
L_Shoulder,0,4,16.135372680685556,-12.1750888997207,62,-16.638612183719328,17.246556567998756,294,32.77398486440488,-103.11885887604046,0.7599972436921572,8
L_Shoulder,0,5,12.303070399564481,-12.303070399564481,149,-11.363016607259524,11.363016607259524,290,23.666087006824007,-92.35919358521892,0.90471900439942,8
L_Shoulder,0,6,6.380309755670399,-6.3803097556704005,55,-6.733178887445469,8.134524287149674,471,13.113488643115868,-105.53059561820591,0.9425525005605684,7
L_Shoulder,0,7,2.441271057980357,-0.933908386300796,18,2.2488266589574484,3.9112292318018365,415,0.19244439902290855,92.11704089991072,0.6436247918669433,10
L_Shoulder,1,0,4.092758624097329,3.0041869393527723,273,1.6264847793810389,4.257159142851968,502,2.4662738447162904,39.740549804345356,0.7848874806343396,14
L_Shoulder,1,1,8.263807404946075,-7.6947866641210565,90,-5.530798519630725,7.754094925341009,767,13.7946059245768,-66.92796974334637,0.9930063801895944,12
L_Shoulder,1,2,11.133937627595033,-11.133937627595031,55,-11.239685176108608,12.039305385269262,740,22.37362280370364,-100.94977672814946,0.9418394311416662,12
L_Shoulder,1,3,18.519157425234212,-18.519157425234212,80,-16.85718204001146,18.483010444673223,371,35.37633946524567,-91.02564254376851,0.8335258796047434,15
L_Shoulder,1,4,16.352664562740333,-16.352664562740333,70,-16.642129004133892,20.171847693723127,448,32.99479356687422,-101.77013623854978,0.7558602039925894,13
L_Shoulder,1,5,11.0999259321415,-11.099925932141502,156,-11.966111821734005,11.966111821734005,245,23.066037753875506,-107.80352855404499,0.4668757573331398,10
L_Shoulder,1,7,2.0749415574578443,0.8405601712889265,56,2.475323136250511,3.394479315879282,359,0.40038157879266656,80.70395875230328,0.3192568760251053,12
L_Shoulder,2,0,5.408454667071377,0.07978968145959606,213,2.4126561468850865,5.075748608444255,566,2.9957985201862902,44.60897419690337,0.6974584263074775,12
L_Shoulder,2,1,9.679602164121318,-9.586994863034269,123,-5.612871449657259,8.732525137122575,703,15.292473613778578,-57.98659236700951,0.9622251673547276,13
L_Shoulder,2,2,11.431027077273098,-8.875484299931381,273,-11.491164315079656,12.691792115864843,460,22.922191392352754,-100.52608779071237,0.926653848479914,12
L_Shoulder,2,3,18.342429129875242,-18.342429129875242,82,-19.388306854930608,19.392514683955767,396,37.73073598480585,-105.70195865362177,0.6884427633394821,9
L_Shoulder,2,4,21.338513078879203,-21.338513078879203,64,-19.611872241525717,19.611872241525717,503,40.95038532040492,-91.90833573562111,0.8077476549251092,9
L_Shoulder,2,6,2.366387742010806,-2.2404931144524283,24,-5.283003421356314,6.143582831541303,531,7.64939116336712,-200.0,0.8339344912057498,10
L_Shoulder,2,7,4.226873593863822,4.2268735938638216,83,2.666327409874837,4.398087173924806,397,1.5605461839889854,63.08036781004193,0.896377077158083,7
L_Shoulder,3,0,4.137949576920583,-3.7730172640866764,39,1.9996813435237266,5.43969157578217,716,2.1382682333968566,48.32541591799356,0.6705764625701064,7
L_Shoulder,3,1,9.682608830138712,-7.319184463058174,180,-6.448953624486229,10.241437919823484,481,16.13156245462494,-66.60347162236691,0.9096441382538174,13
