camera,joint,status,lag,mae_raw,mae_corr
CapturedFrames_-3.0_0.5_2.0,R_Knee,ok,0.0,9.698533075239704,13.903700803907313
CapturedFrames_-3.0_0.5_2.0,L_Shoulder,ok,0.0,29.82644650502781,9.38448266867217
CapturedFrames_-3.0_0.5_2.0,R_Shoulder,ok,-17.0,42.81624588657627,9.098284162562063
CapturedFrames_-3.0_0.5_2.0,L_Hip,ok,-7.0,9.789967994852754,11.461710521027971
CapturedFrames_-3.0_0.5_2.0,R_Hip,ok,10.0,22.120967170736172,32.883035808228726
CapturedFrames_-3.0_0.5_3.0,L_Elbow,ok,0.0,6.324322600748847,11.70824022808329
CapturedFrames_-3.0_0.5_3.0,R_Elbow,ok,-20.0,25.21610936718886,52.28605279542776
CapturedFrames_-3.0_0.5_3.0,L_Knee,ok,2.0,16.745341025411502,30.037288619270914
CapturedFrames_-3.0_0.5_3.0,R_Knee,ok,1.0,9.189478731703183,14.063074713140866
CapturedFrames_-3.0_0.5_3.0,L_Shoulder,ok,-1.0,29.811524077736145,4.045832474357176
CapturedFrames_-3.0_0.5_3.0,R_Shoulder,ok,-19.0,36.412434331064,8.146436043712582
CapturedFrames_-3.0_0.5_3.0,L_Hip,ok,-6.0,11.957307389037883,12.691799595849854
CapturedFrames_-3.0_0.5_3.0,R_Hip,ok,-16.0,20.652125733571282,29.258311707630522
CapturedFrames_-3.0_0.5_4.0,L_Elbow,ok,0.0,7.767696573774454,13.857349874882
CapturedFrames_-3.0_0.5_4.0,R_Elbow,ok,19.0,28.124199421612776,55.19414284985169
CapturedFrames_-3.0_0.5_4.0,L_Knee,ok,2.0,18.19601312004919,34.6528011501137
CapturedFrames_-3.0_0.5_4.0,R_Knee,ok,1.0,9.926017946905331,17.46736179666224
CapturedFrames_-3.0_0.5_4.0,L_Shoulder,ok,-1.0,29.93550597603596,3.334252457738817
CapturedFrames_-3.0_0.5_4.0,R_Shoulder,ok,19.0,38.192715282250404,5.5634926899661075
CapturedFrames_-3.0_0.5_4.0,L_Hip,ok,-5.0,10.91449698617537,9.521953179152787
CapturedFrames_-3.0_0.5_4.0,R_Hip,ok,-20.0,23.784462619255518,30.152856429012495
CapturedFrames_-3.0_0.5_5.0,L_Elbow,ok,1.0,7.937927513586329,9.749131890444097
CapturedFrames_-3.0_0.5_5.0,R_Elbow,ok,12.0,36.20038321802146,63.27032664626035
CapturedFrames_-3.0_0.5_5.0,L_Knee,ok,3.0,22.032597601944843,34.525082350282275
CapturedFrames_-3.0_0.5_5.0,R_Knee,ok,0.0,7.237637597084636,13.41945422872283
CapturedFrames_-3.0_0.5_5.0,L_Shoulder,ok,0.0,28.06129548839213,5.104168254723584
CapturedFrames_-3.0_0.5_5.0,R_Shoulder,ok,5.0,44.91163942009659,9.116612841986306
CapturedFrames_-3.0_0.5_5.0,L_Hip,ok,-5.0,13.137039607774291,14.08474285492553
CapturedFrames_-3.0_0.5_5.0,R_Hip,ok,-17.0,20.17124812908994,30.67688999175828
CapturedFrames_-3.0_0.5_6.0,L_Elbow,ok,0.0,16.78382357986064,28.17594650371058
CapturedFrames_-3.0_0.5_6.0,R_Elbow,ok,0.0,28.487977641965923,55.55792107020482
CapturedFrames_-3.0_0.5_6.0,L_Knee,ok,0.0,24.753053180440936,45.67139203887587
CapturedFrames_-3.0_0.5_6.0,R_Knee,ok,0.0,10.348947409147405,19.42384850840932
CapturedFrames_-3.0_0.5_6.0,L_Shoulder,ok,0.0,33.09544503152485,3.053256795850427
CapturedFrames_-3.0_0.5_6.0,R_Shoulder,ok,0.0,35.72488144507197,6.307271636218739
CapturedFrames_-3.0_0.5_6.0,L_Hip,ok,0.0,15.772352319098532,8.790402133676679
CapturedFrames_-3.0_0.5_6.0,R_Hip,ok,0.0,8.871787354355405,14.847596760808395
CapturedFrames_-4.0_0.5_-1.0,L_Elbow,ok,1.0,12.647526895720306,19.115268347876647
CapturedFrames_-4.0_0.5_-1.0,R_Elbow,ok,0.0,12.065257155379348,26.27156726916707
CapturedFrames_-4.0_0.5_-1.0,L_Knee,ok,1.0,11.609957682146733,13.594801358039094
CapturedFrames_-4.0_0.5_-1.0,R_Knee,ok,1.0,12.866667106052716,10.056787540165196
CapturedFrames_-4.0_0.5_-1.0,L_Shoulder,ok,-12.0,35.99034350659973,7.887702514489779
CapturedFrames_-4.0_0.5_-1.0,R_Shoulder,ok,0.0,34.235783246671346,4.2659216722764235
CapturedFrames_-4.0_0.5_-1.0,L_Hip,ok,-19.0,14.330406643959313,22.06918467902226
CapturedFrames_-4.0_0.5_-1.0,R_Hip,ok,-9.0,15.750733149065958,11.651681451295712
CapturedFrames_-4.0_0.5_-2.0,L_Elbow,ok,4.0,16.449946408075913,21.287043344477993
CapturedFrames_-4.0_0.5_-2.0,R_Elbow,ok,0.0,12.084919604448537,24.719020924753455
CapturedFrames_-4.0_0.5_-2.0,L_Knee,ok,1.0,10.169078999299256,12.443605467501756
CapturedFrames_-4.0_0.5_-2.0,R_Knee,ok,1.0,11.670355381750518,8.74404218492596
CapturedFrames_-4.0_0.5_-2.0,L_Shoulder,ok,-6.0,37.130056171609205,8.991733118987245
CapturedFrames_-4.0_0.5_-2.0,R_Shoulder,ok,0.0,32.885927832842775,5.367915633718402
CapturedFrames_-4.0_0.5_-2.0,L_Hip,ok,4.0,13.729555839901877,21.469608564910672
CapturedFrames_-4.0_0.5_-2.0,R_Hip,ok,-8.0,13.92364680200323,9.483256708257581
CapturedFrames_-4.0_0.5_-3.0,L_Elbow,ok,5.0,16.22515361481009,22.146214264882197
CapturedFrames_-4.0_0.5_-3.0,R_Elbow,ok,0.0,10.490427282571337,23.55449377584683
CapturedFrames_-4.0_0.5_-3.0,L_Knee,ok,1.0,11.223608195070227,12.572848549800014
CapturedFrames_-4.0_0.5_-3.0,R_Knee,ok,1.0,13.692406444222623,11.097658721462924
CapturedFrames_-4.0_0.5_-3.0,L_Shoulder,ok,-8.0,39.86204233741101,8.903535038245924
CapturedFrames_-4.0_0.5_-3.0,R_Shoulder,ok,-6.0,32.01911548888211,5.735501084298143
CapturedFrames_-4.0_0.5_-3.0,L_Hip,ok,3.0,12.321620497651436,20.959098057536465
CapturedFrames_-4.0_0.5_-3.0,R_Hip,ok,20.0,14.378137109825344,8.655783810154809
CapturedFrames_-4.0_0.5_-4.0,L_Elbow,ok,3.0,16.06643171871886,23.955846875553338
CapturedFrames_-4.0_0.5_-4.0,R_Elbow,ok,12.0,4.2506325285035915,17.32927534347638
CapturedFrames_-4.0_0.5_-4.0,L_Knee,ok,1.0,13.093022783992666,13.749526043395594
CapturedFrames_-4.0_0.5_-4.0,R_Knee,ok,1.0,15.253534869088055,12.123921950087789
CapturedFrames_-4.0_0.5_-4.0,L_Shoulder,ok,-15.0,40.26352515250728,8.232790844271058
CapturedFrames_-4.0_0.5_-4.0,R_Shoulder,ok,10.0,30.523770657210907,5.826401038737355
CapturedFrames_-4.0_0.5_-4.0,L_Hip,ok,-4.0,13.55200894478233,23.191311929685032
CapturedFrames_-4.0_0.5_-4.0,R_Hip,ok,-3.0,11.422220034245424,8.210261856056777
CapturedFrames_-4.0_0.5_-5.0,L_Elbow,ok,7.0,20.795040154438375,27.522847550507713
CapturedFrames_-4.0_0.5_-5.0,R_Elbow,ok,0.0,4.575310691816615,5.686244100635722
CapturedFrames_-4.0_0.5_-5.0,L_Knee,ok,0.0,8.264626733242308,16.16293682819042
CapturedFrames_-4.0_0.5_-5.0,R_Knee,ok,1.0,12.66572325061095,13.176208783568212
