Frame,Time,Hips_X,Hips_Y,Hips_Z,LeftUpperLeg_X,LeftUpperLeg_Y,LeftUpperLeg_Z,RightUpperLeg_X,RightUpperLeg_Y,RightUpperLeg_Z,LeftLowerLeg_X,LeftLowerLeg_Y,LeftLowerLeg_Z,RightLowerLeg_X,RightLowerLeg_Y,RightLowerLeg_Z,LeftFoot_X,LeftFoot_Y,LeftFoot_Z,RightFoot_X,RightFoot_Y,RightFoot_Z,Spine_X,Spine_Y,Spine_Z,Chest_X,Chest_Y,Chest_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,LeftUpperArm_X,LeftUpperArm_Y,LeftUpperArm_Z,RightUpperArm_X,RightUpperArm_Y,RightUpperArm_Z,LeftLowerArm_X,LeftLowerArm_Y,LeftLowerArm_Z,RightLowerArm_X,RightLowerArm_Y,RightLowerArm_Z,LeftHand_X,LeftHand_Y,LeftHand_Z,RightHand_X,RightHand_Y,RightHand_Z,LeftToes_X,LeftToes_Y,LeftToes_Z,RightToes_X,RightToes_Y,RightToes_Z,LeftEye_X,LeftEye_Y,LeftEye_Z,RightEye_X,RightEye_Y,RightEye_Z,Jaw_X,Jaw_Y,Jaw_Z,LeftThumbProximal_X,LeftThumbProximal_Y,LeftThumbProximal_Z,LeftThumbIntermediate_X,LeftThumbIntermediate_Y,LeftThumbIntermediate_Z,LeftThumbDistal_X,LeftThumbDistal_Y,LeftThumbDistal_Z,LeftIndexProximal_X,LeftIndexProximal_Y,LeftIndexProximal_Z,LeftIndexIntermediate_X,LeftIndexIntermediate_Y,LeftIndexIntermediate_Z,LeftIndexDistal_X,LeftIndexDistal_Y,LeftIndexDistal_Z,LeftMiddleProximal_X,LeftMiddleProximal_Y,LeftMiddleProximal_Z,LeftMiddleIntermediate_X,LeftMiddleIntermediate_Y,LeftMiddleIntermediate_Z,LeftMiddleDistal_X,LeftMiddleDistal_Y,LeftMiddleDistal_Z,LeftRingProximal_X,LeftRingProximal_Y,LeftRingProximal_Z,LeftRingIntermediate_X,LeftRingIntermediate_Y,LeftRingIntermediate_Z,LeftRingDistal_X,LeftRingDistal_Y,LeftRingDistal_Z,LeftLittleProximal_X,LeftLittleProximal_Y,LeftLittleProximal_Z,LeftLittleIntermediate_X,LeftLittleIntermediate_Y,LeftLittleIntermediate_Z,LeftLittleDistal_X,LeftLittleDistal_Y,LeftLittleDistal_Z,RightThumbProximal_X,RightThumbProximal_Y,RightThumbProximal_Z,RightThumbIntermediate_X,RightThumbIntermediate_Y,RightThumbIntermediate_Z,RightThumbDistal_X,RightThumbDistal_Y,RightThumbDistal_Z,RightIndexProximal_X,RightIndexProximal_Y,RightIndexProximal_Z,RightIndexIntermediate_X,RightIndexIntermediate_Y,RightIndexIntermediate_Z,RightIndexDistal_X,RightIndexDistal_Y,RightIndexDistal_Z,RightMiddleProximal_X,RightMiddleProximal_Y,RightMiddleProximal_Z,RightMiddleIntermediate_X,RightMiddleIntermediate_Y,RightMiddleIntermediate_Z,RightMiddleDistal_X,RightMiddleDistal_Y,RightMiddleDistal_Z,RightRingProximal_X,RightRingProximal_Y,RightRingProximal_Z,RightRingIntermediate_X,RightRingIntermediate_Y,RightRingIntermediate_Z,RightRingDistal_X,RightRingDistal_Y,RightRingDistal_Z,RightLittleProximal_X,RightLittleProximal_Y,RightLittleProximal_Z,RightLittleIntermediate_X,RightLittleIntermediate_Y,RightLittleIntermediate_Z,RightLittleDistal_X,RightLittleDistal_Y,RightLittleDistal_Z,UpperChest_X,UpperChest_Y,UpperChest_Z
23,8.862,-0.183349,0.921098,-2.079071,-0.275008,0.857612,-2.097091,-0.095177,0.851615,-2.066643,-0.249774,0.483741,-2.253345,-0.113186,0.525159,-1.825948,-0.247800,0.142196,-2.499469,-0.110997,0.116210,-1.726003,-0.178552,1.020590,-2.087810,-0.179148,1.137891,-2.089825,-0.159735,1.418201,-2.052608,-0.148717,1.513980,-2.004166,-0.224878,1.363563,-2.049960,-0.106120,1.357095,-2.077649,-0.350261,1.339314,-2.030217,0.005559,1.321753,-2.132215,-0.457130,1.116325,-1.912078,0.052265,1.070848,-2.232050,-0.325577,0.974145,-1.715266,0.094434,0.804173,-2.290032,-0.260982,0.029970,-2.390160,-0.108609,0.076172,-1.573990,,,,,,,,,,-0.277661,0.965683,-1.694306,-0.241590,0.952405,-1.666485,-0.214546,0.933705,-1.637515,-0.259765,0.951155,-1.610438,-0.238453,0.930450,-1.585302,-0.217316,0.907986,-1.570642,-0.281003,0.933357,-1.602701,-0.262607,0.909326,-1.582949,-0.243403,0.883433,-1.570390,-0.300358,0.921444,-1.606487,-0.283200,0.896126,-1.587475,-0.265086,0.869374,-1.580401,-0.322791,0.907893,-1.616574,-0.301041,0.878659,-1.596990,-0.285842,0.858186,-1.592178,0.059400,0.765497,-2.280881,0.026868,0.731390,-2.286345,0.001727,0.702017,-2.306973,0.061324,0.685108,-2.314033,0.041146,0.654955,-2.328119,0.013537,0.638410,-2.339535,0.068915,0.689994,-2.341349,0.050906,0.662853,-2.357005,0.020242,0.652660,-2.369367,0.075291,0.703491,-2.358901,0.055794,0.678278,-2.375666,0.024108,0.676960,-2.385051,0.081202,0.724154,-2.376976,0.056275,0.697466,-2.396407,0.033187,0.690486,-2.405973,-0.175581,1.272391,-2.086502
24,8.895,-0.180127,0.917524,-2.019293,-0.271247,0.852889,-2.035906,-0.091014,0.849131,-2.007547,-0.259730,0.472483,-2.177295,-0.104527,0.527989,-1.759522,-0.248662,0.166709,-2.466453,-0.113309,0.109861,-1.711304,-0.176588,1.017018,-2.028600,-0.176391,1.134305,-2.031325,-0.155711,1.414948,-1.997057,-0.141981,1.510908,-1.949678,-0.220930,1.360471,-1.993236,-0.102435,1.353467,-2.021905,-0.346416,1.337020,-1.973189,0.008437,1.315903,-2.076632,-0.453143,1.107294,-1.868608,0.060754,1.061664,-2.164536,-0.338567,0.952006,-1.671089,0.107132,0.793410,-2.210843,-0.264312,0.027207,-2.395665,-0.113746,0.050395,-1.565769,,,,,,,,,,-0.292729,0.942439,-1.646305,-0.259312,0.927862,-1.615936,-0.236413,0.906639,-1.585187,-0.282408,0.924526,-1.561820,-0.263586,0.902593,-1.535754,-0.243998,0.879335,-1.520209,-0.304295,0.906567,-1.556712,-0.287815,0.881495,-1.536566,-0.269917,0.854880,-1.523592,-0.323266,0.894929,-1.562671,-0.308062,0.868739,-1.543183,-0.290824,0.841573,-1.535524,-0.344747,0.881919,-1.575240,-0.324769,0.851706,-1.555260,-0.310070,0.830958,-1.550086,0.071430,0.754930,-2.203656,0.038981,0.721080,-2.210917,0.014585,0.691921,-2.232709,0.074457,0.674707,-2.237124,0.053831,0.645431,-2.252364,0.026180,0.629943,-2.265087,0.083424,0.679685,-2.264003,0.065581,0.653085,-2.280741,0.035304,0.643665,-2.294581,0.090752,0.693229,-2.281142,0.071320,0.668604,-2.298830,0.040002,0.668053,-2.309448,0.097689,0.713947,-2.298785,0.072824,0.687684,-2.318864,0.049876,0.681162,-2.329071,-0.172132,1.268810,-2.029218
25,8.928,-0.176850,0.918508,-1.962253,-0.267717,0.853256,-1.977809,-0.087168,0.850715,-1.951392,-0.281928,0.459204,-2.074519,-0.095836,0.527058,-1.706438,-0.246416,0.197962,-2.402733,-0.115187,0.106519,-1.704124,-0.174065,1.018011,-1.971711,-0.174265,1.135286,-1.974961,-0.153423,1.416159,-1.942601,-0.138127,1.512247,-1.895969,-0.218708,1.361797,-1.938282,-0.100259,1.354422,-1.967051,-0.344418,1.339065,-1.918825,0.010171,1.314735,-2.021168,-0.448986,1.100818,-1.832770,0.069475,1.057220,-2.093767,-0.358924,0.922928,-1.641720,0.120098,0.787125,-2.121000,-0.254892,0.041630,-2.388411,-0.115916,0.038299,-1.562482,,,,,,,,,,-0.316568,0.910357,-1.612482,-0.287285,0.892633,-1.579621,-0.269305,0.867908,-1.548225,-0.316831,0.885512,-1.529129,-0.301847,0.861057,-1.502819,-0.284793,0.836093,-1.486935,-0.339411,0.867711,-1.528179,-0.326002,0.840700,-1.508261,-0.310314,0.812679,-1.495389,-0.357669,0.857026,-1.537310,-0.345370,0.829023,-1.518298,-0.329624,0.800929,-1.510773,-0.377632,0.845561,-1.553393,-0.360597,0.813240,-1.533994,-0.346928,0.791765,-1.528960,0.084228,0.748655,-2.114645,0.052530,0.714269,-2.122665,0.030062,0.684202,-2.145281,0.089931,0.667205,-2.144619,0.069026,0.638201,-2.159998,0.041501,0.623286,-2.173647,0.100621,0.671197,-2.171028,0.083120,0.644471,-2.187925,0.053409,0.635340,-2.203120,0.108982,0.684118,-2.188174,0.089821,0.659305,-2.205895,0.059024,0.659032,-2.217951,0.116946,0.704184,-2.206136,0.092577,0.677297,-2.225997,0.069910,0.670739,-2.236791,-0.170073,1.269802,-1.973631
26,8.962,-0.173681,0.923106,-1.909078,-0.264534,0.857631,-1.923759,-0.083698,0.855542,-1.899336,-0.300905,0.454688,-1.957600,-0.089262,0.522876,-1.666670,-0.248995,0.236571,-2.313919,-0.116092,0.104242,-1.702142,-0.171276,1.022635,-1.918371,-0.172320,1.139914,-1.921249,-0.154413,1.420856,-1.887729,-0.139549,1.516858,-1.840778,-0.219312,1.365939,-1.884877,-0.100249,1.359635,-1.911264,-0.345277,1.342364,-1.868280,0.011089,1.319578,-1.963206,-0.443938,1.096041,-1.799774,0.078514,1.060004,-2.019568,-0.383080,0.889741,-1.626590,0.133273,0.789367,-2.023216,-0.249553,0.080962,-2.336328,-0.116354,0.034391,-1.561296,,,,,,,,,,-0.344653,0.871631,-1.594930,-0.319733,0.848393,-1.561908,-0.305853,0.818967,-1.532553,-0.355057,0.835320,-1.516582,-0.343824,0.806794,-1.492607,-0.329320,0.779163,-1.478731,-0.377954,0.818403,-1.520732,-0.367700,0.788328,-1.503515,-0.354366,0.758145,-1.493113,-0.395247,0.809788,-1.533285,-0.385782,0.778916,-1.517342,-0.371599,0.749471,-1.512281,-0.413447,0.801444,-1.552978,-0.399724,0.765855,-1.536968,-0.387364,0.743267,-1.533757,0.098933,0.749912,-2.014795,0.069223,0.713419,-2.020883,0.049473,0.680462,-2.041957,0.109677,0.666457,-2.036817,0.089593,0.635922,-2.050196,0.062655,0.619515,-2.063292,0.121364,0.668557,-2.063021,0.104837,0.640197,-2.078141,0.075740,0.629381,-2.093419,0.129902,0.680264,-2.080935,0.111739,0.653591,-2.096921,0.081303,0.651633,-2.109713,0.137755,0.698984,-2.100340,0.114667,0.669670,-2.118196,0.092449,0.661568,-2.128876,-0.169203,1.274455,-1.919483
27,8.995,-0.172947,0.931821,-1.859613,-0.263802,0.866183,-1.873529,-0.082714,0.864435,-1.851028,-0.311135,0.464169,-1.842289,-0.088272,0.518601,-1.638425,-0.251083,0.263736,-2.207602,-0.116289,0.103063,-1.699878,-0.170866,1.031382,-1.868631,-0.172594,1.148678,-1.870283,-0.158674,1.429236,-1.832218,-0.145937,1.524734,-1.783646,-0.223107,1.373705,-1.833049,-0.102940,1.368863,-1.854233,-0.349383,1.348453,-1.822315,0.010627,1.329684,-1.901835,-0.440702,1.095477,-1.769724,0.084224,1.068799,-1.942137,-0.412965,0.861269,-1.626081,0.139665,0.799144,-1.920490,-0.253288,0.108511,-2.232442,-0.116528,0.033335,-1.558972,,,,,,,,,,-0.377353,0.835135,-1.596828,-0.355434,0.804244,-1.568249,-0.343909,0.768889,-1.545065,-0.394210,0.782974,-1.529299,-0.385148,0.749360,-1.511900,-0.372147,0.718802,-1.503931,-0.417167,0.768309,-1.538548,-0.408891,0.734691,-1.528183,-0.397081,0.702407,-1.524281,-0.433732,0.763355,-1.553777,-0.426037,0.729318,-1.544883,-0.412887,0.698990,-1.545926,-0.450685,0.760267,-1.575951,-0.439506,0.721264,-1.567891,-0.428255,0.697924,-1.569303,0.107915,0.758950,-1.906950,0.080721,0.720086,-1.908181,0.063226,0.683373,-1.924504,0.124312,0.674221,-1.917782,0.106021,0.641097,-1.926890,0.080070,0.621640,-1.937581,0.136069,0.673628,-1.944032,0.121019,0.642757,-1.955282,0.092520,0.628645,-1.968907,0.143978,0.683419,-1.963331,0.127417,0.653918,-1.975671,0.097182,0.648660,-1.988001,0.150757,0.699904,-1.985032,0.129594,0.667213,-1.998984,0.107972,0.656507,-2.008532,-0.170645,1.283205,-1.866747
28,9.028,-0.176140,0.944788,-1.811803,-0.267005,0.879013,-1.824982,-0.085692,0.877555,-1.804348,-0.320594,0.486147,-1.737710,-0.093808,0.514229,-1.623351,-0.252985,0.268613,-2.091745,-0.115656,0.101442,-1.703122,-0.174344,1.044380,-1.820544,-0.176161,1.161684,-1.821056,-0.165442,1.441632,-1.778139,-0.155799,1.536442,-1.727546,-0.229456,1.385855,-1.783339,-0.108307,1.381875,-1.798148,-0.355838,1.359148,-1.779768,0.007992,1.343989,-1.839835,-0.440249,1.100837,-1.744381,0.085287,1.082110,-1.863219,-0.442312,0.846668,-1.636447,0.136280,0.814999,-1.815184,-0.257711,0.111551,-2.096847,-0.115647,0.030739,-1.562702,,,,,,,,,,-0.407963,0.812961,-1.614290,-0.387340,0.775131,-1.594415,-0.376465,0.734907,-1.580845,-0.427576,0.745065,-1.563589,-0.419104,0.707871,-1.555870,-0.406442,0.676156,-1.556303,-0.450422,0.733868,-1.577019,-0.442754,0.698560,-1.576240,-0.431368,0.666272,-1.581223,-0.466568,0.733490,-1.593451,-0.459400,0.698205,-1.594133,-0.446479,0.669143,-1.603204,-0.482863,0.736767,-1.616087,-0.472796,0.696744,-1.618922,-0.462001,0.674410,-1.626535,0.106342,0.775974,-1.795496,0.080976,0.736171,-1.790613,0.064954,0.696584,-1.800432,0.126689,0.691445,-1.793022,0.110744,0.656125,-1.796623,0.086239,0.633501,-1.803970,0.138608,0.687319,-1.818878,0.125315,0.654274,-1.824997,0.097721,0.636603,-1.836101,0.146166,0.694342,-1.839480,0.131580,0.662300,-1.847059,0.101861,0.653336,-1.858471,0.152300,0.707543,-1.863495,0.133341,0.671919,-1.872586,0.112557,0.658610,-1.880598,-0.174812,1.296159,-1.815690
29,9.062,-0.182167,0.959231,-1.764499,-0.273091,0.893386,-1.776910,-0.091583,0.892077,-1.758053,-0.330100,0.513483,-1.645552,-0.103970,0.513424,-1.612107,-0.257464,0.251195,-1.966740,-0.115983,0.100941,-1.695454,-0.180558,1.058840,-1.773072,-0.181967,1.176151,-1.772731,-0.173576,1.455629,-1.726515,-0.167280,1.549905,-1.674421,-0.237121,1.399786,-1.735432,-0.115388,1.396215,-1.744403,-0.363335,1.372236,-1.738532,0.003308,1.359517,-1.779942,-0.442233,1.110209,-1.723738,0.082463,1.097209,-1.785480,-0.465558,0.844561,-1.652025,0.123831,0.834440,-1.711339,-0.262211,0.095845,-1.943056,-0.115847,0.031319,-1.554494,,,,,,,,,,-0.431810,0.806176,-1.638072,-0.411691,0.764446,-1.627815,-0.400417,0.722271,-1.624005,-0.452782,0.727708,-1.606959,-0.444368,0.689727,-1.608149,-0.431498,0.659027,-1.615774,-0.475138,0.720395,-1.623523,-0.467447,0.685955,-1.631322,-0.455846,0.655853,-1.643823,-0.490744,0.724278,-1.640022,-0.483523,0.690217,-1.649217,-0.470270,0.664231,-1.664802,-0.506313,0.733274,-1.661594,-0.496377,0.695215,-1.674400,-0.485443,0.675502,-1.687251,0.093145,0.798446,-1.687468,0.067922,0.759436,-1.677802,0.052769,0.718524,-1.681920,0.114132,0.715775,-1.670432,0.099954,0.679566,-1.668794,0.076916,0.654785,-1.673427,0.127623,0.707846,-1.694573,0.115538,0.673809,-1.695803,0.089120,0.653573,-1.705268,0.136337,0.711671,-1.715556,0.123338,0.678225,-1.718593,0.094726,0.666264,-1.730089,0.143775,0.721030,-1.740968,0.126413,0.683784,-1.745708,0.106611,0.668634,-1.752898,-0.180749,1.310571,-1.766102
30,9.095,-0.189056,0.972308,-1.718882,-0.280015,0.906353,-1.730411,-0.098341,0.905261,-1.713221,-0.335598,0.538516,-1.567811,-0.113238,0.512395,-1.611897,-0.265964,0.218880,-1.832796,-0.115780,0.099520,-1.694117,-0.187638,1.071913,-1.727539,-0.188537,1.189221,-1.726092,-0.182017,1.468346,-1.677391,-0.178649,1.562340,-1.624519,-0.245041,1.412394,-1.688933,-0.123060,1.409238,-1.693701,-0.370874,1.384199,-1.697280,-0.002620,1.373789,-1.724296,-0.445709,1.120731,-1.706565,0.078173,1.112142,-1.713580,-0.481976,0.849462,-1.669774,0.107099,0.855523,-1.615776,-0.274269,0.073484,-1.773568,-0.115650,0.029842,-1.553185,,,,,,,,,,-0.448224,0.809242,-1.662700,-0.427842,0.766442,-1.660643,-0.415328,0.724650,-1.664781,-0.469192,0.725745,-1.650295,-0.460533,0.688471,-1.657394,-0.447048,0.659444,-1.669307,-0.490586,0.721999,-1.669161,-0.482393,0.689581,-1.682873,-0.470053,0.662276,-1.700169,-0.505451,0.729225,-1.685212,-0.497895,0.697389,-1.700253,-0.483960,0.674610,-1.719766,-0.520132,0.742538,-1.705110,-0.509608,0.708012,-1.725320,-0.498081,0.691447,-1.741630,0.073515,0.823091,-1.590732,0.047037,0.785651,-1.578539,0.032179,0.744426,-1.578370,0.091716,0.744038,-1.559355,0.078109,0.708044,-1.553523,0.056214,0.682019,-1.556633,0.107954,0.732801,-1.580277,0.096193,0.698731,-1.577633,0.071140,0.676720,-1.586846,0.119152,0.733602,-1.600398,0.106976,0.699717,-1.599752,0.080087,0.685330,-1.612551,0.129654,0.739215,-1.625831,0.113220,0.701280,-1.627257,0.094556,0.684799,-1.634561,-0.187363,1.323578,-1.718306
31,9.128,-0.194610,0.980400,-1.676385,-0.285651,0.914445,-1.687251,-0.103825,0.913368,-1.671744,-0.335603,0.553492,-1.508228,-0.118986,0.511263,-1.617769,-0.275852,0.179336,-1.691722,-0.115745,0.098066,-1.698332,-0.193303,1.080028,-1.684787,-0.193883,1.197320,-1.682280,-0.190096,1.476326,-1.632298,-0.189395,1.570316,-1.579317,-0.252338,1.419904,-1.645654,-0.130251,1.417737,-1.647182,-0.377541,1.390745,-1.658783,-0.008396,1.383911,-1.673747,-0.448585,1.128382,-1.693716,0.076688,1.124663,-1.648196,-0.489534,0.855392,-1.686274,0.094404,0.876049,-1.529313,-0.290688,0.054572,-1.597220,-0.115662,0.028727,-1.557234,,,,,,,,,,-0.454716,0.815645,-1.682427,-0.432729,0.773675,-1.684981,-0.417789,0.733409,-1.693686,-0.472957,0.730617,-1.684033,-0.462880,0.694395,-1.694093,-0.447747,0.666941,-1.707643,-0.492691,0.729043,-1.704907,-0.482709,0.698619,-1.721666,-0.468428,0.673756,-1.741027,-0.506604,0.738101,-1.720883,-0.497461,0.708341,-1.738983,-0.481774,0.688161,-1.759970,-0.520305,0.753752,-1.739751,-0.507512,0.722653,-1.763842,-0.494448,0.708809,-1.781478,0.057995,0.845808,-1.505505,0.030154,0.809445,-1.493093,0.015171,0.768330,-1.490763,0.072126,0.770166,-1.464961,0.058137,0.734695,-1.457156,0.036891,0.708122,-1.460119,0.090698,0.757169,-1.482675,0.078639,0.723398,-1.478180,0.054796,0.700382,-1.488118,0.104206,0.756189,-1.501316,0.092133,0.722354,-1.498807,0.066971,0.706435,-1.513205,0.117666,0.759501,-1.525739,0.101545,0.721406,-1.525587,0.083892,0.704114,-1.533504,-0.193184,1.331633,-1.673707
32,9.162,-0.199071,0.981142,-1.627697,-0.290142,0.915199,-1.638386,-0.108169,0.914176,-1.624706,-0.330915,0.554346,-1.456853,-0.121679,0.508621,-1.611527,-0.285783,0.142072,-1.529144,-0.117300,0.097012,-1.699799,-0.197962,1.080859,-1.635004,-0.198176,1.198141,-1.632001,-0.198431,1.477362,-1.582687,-0.200527,1.571591,-1.530171,-0.259475,1.420049,-1.597681,-0.137382,1.419516,-1.595438,-0.383713,1.389887,-1.616488,-0.013959,1.387987,-1.617144,-0.449155,1.130313,-1.675146,0.079184,1.133664,-1.575360,-0.488901,0.857428,-1.689639,0.086968,0.895914,-1.435109,-0.307454,0.047531,-1.405414,-0.116946,0.028587,-1.558255,,,,,,,,,,-0.452498,0.819250,-1.684728,-0.428029,0.778706,-1.687725,-0.409824,0.739990,-1.697206,-0.465635,0.733788,-1.694148,-0.452738,0.698727,-1.705066,-0.434865,0.672849,-1.718378,-0.482927,0.732807,-1.717119,-0.469703,0.704034,-1.734536,-0.452211,0.681164,-1.753719,-0.495559,0.742338,-1.733867,-0.483180,0.714237,-1.752681,-0.464456,0.696142,-1.773072,-0.508045,0.758659,-1.753007,-0.491238,0.729943,-1.777584,-0.475717,0.717979,-1.794593,0.048787,0.865669,-1.414265,0.020290,0.829196,-1.403821,0.005302,0.788063,-1.401880,0.059814,0.791014,-1.371020,0.045172,0.755604,-1.364198,0.024381,0.728927,-1.368928,0.080136,0.777918,-1.386614,0.067778,0.744167,-1.382844,0.045083,0.720935,-1.394769,0.095372,0.776754,-1.403858,0.083206,0.742912,-1.401976,0.059596,0.726673,-1.418491,0.111067,0.779767,-1.426950,0.095033,0.741640,-1.427602,0.078218,0.724169,-1.436839,-0.198316,1.332458,-1.623472
33,9.195,-0.204347,0.975643,-1.578256,-0.294647,0.908545,-1.588274,-0.112506,0.909913,-1.577087,-0.324467,0.545658,-1.408676,-0.120736,0.504191,-1.589482,-0.304343,0.127474,-1.364515,-0.117970,0.097494,-1.698213,-0.204700,1.075425,-1.584712,-0.203657,1.192694,-1.581427,-0.207320,1.472071,-1.532914,-0.211490,1.566565,-1.481001,-0.267135,1.413907,-1.549501,-0.145169,1.414977,-1.543554,-0.390239,1.382722,-1.573404,-0.020234,1.386427,-1.560125,-0.447218,1.126939,-1.653592,0.082259,1.139217,-1.501094,-0.483199,0.855478,-1.689228,0.078737,0.914795,-1.340227,-0.331862,0.067990,-1.221612,-0.116310,0.028273,-1.557066,,,,,,,,,,-0.446101,0.818302,-1.682255,-0.419948,0.778775,-1.684516,-0.399335,0.741198,-1.693648,-0.454961,0.733039,-1.696981,-0.439801,0.698961,-1.708097,-0.419755,0.674323,-1.720646,-0.469707,0.732651,-1.721680,-0.453692,0.705197,-1.738880,-0.433464,0.683856,-1.757112,-0.480867,0.742596,-1.739214,-0.465566,0.715876,-1.757890,-0.444165,0.699421,-1.776997,-0.491887,0.759444,-1.758794,-0.471494,0.732533,-1.782691,-0.453817,0.721932,-1.798455,0.038994,0.884678,-1.322327,0.010088,0.848108,-1.313464,-0.005154,0.807096,-1.311027,0.046425,0.812042,-1.275063,0.031096,0.776777,-1.269046,0.011009,0.749907,-1.275438,0.068497,0.798727,-1.287837,0.055998,0.764995,-1.284374,0.034916,0.741190,-1.298007,0.085513,0.797167,-1.303293,0.073271,0.763340,-1.301653,0.051649,0.746463,-1.320134,0.103550,0.799556,-1.324685,0.087513,0.761434,-1.325562,0.071697,0.743627,-1.335862,-0.204092,1.327020,-1.573041
34,9.228,-0.210195,0.964389,-1.526751,-0.298893,0.894973,-1.535161,-0.116653,0.901100,-1.527852,-0.321386,0.540171,-1.339098,-0.117098,0.496046,-1.555466,-0.328069,0.139126,-1.211225,-0.118669,0.099334,-1.696355,-0.213309,1.064152,-1.532724,-0.210666,1.181404,-1.529732,-0.217392,1.460968,-1.482675,-0.222871,1.555737,-1.431389,-0.275970,1.401931,-1.500542,-0.154234,1.404646,-1.491312,-0.397989,1.369924,-1.528566,-0.028194,1.378493,-1.502655,-0.444991,1.118345,-1.626548,0.082670,1.140508,-1.424083,-0.475861,0.849554,-1.681813,0.071236,0.928787,-1.247167,-0.357564,0.116082,-1.058530,-0.115866,0.027277,-1.556653,,,,,,,,,,-0.438929,0.812702,-1.672599,-0.411879,0.773736,-1.673799,-0.389624,0.736934,-1.682202,-0.444476,0.728044,-1.691769,-0.427429,0.694865,-1.702873,-0.405607,0.671287,-1.714456,-0.456580,0.728517,-1.717863,-0.438253,0.702206,-1.734536,-0.415775,0.682128,-1.751523,-0.466070,0.739049,-1.736026,-0.448244,0.713586,-1.754212,-0.424574,0.698510,-1.771714,-0.475351,0.756569,-1.755914,-0.451981,0.731171,-1.778715,-0.432531,0.721630,-1.792998,0.030381,0.899125,-1.231103,0.001313,0.862631,-1.222463,-0.014312,0.821912,-1.218204,0.034186,0.830266,-1.178103,0.018494,0.795247,-1.171609,-0.000639,0.767795,-1.178437,0.057635,0.816580,-1.187618,0.045253,0.782921,-1.183161,0.025968,0.757884,-1.197240,0.076135,0.814306,-1.201161,0.064016,0.780496,-1.198548,0.044516,0.762173,-1.217986,0.096184,0.815566,-1.220785,0.080331,0.777359,-1.220505,0.065620,0.758748,-1.231018,-0.211182,1.315762,-1.521882
35,9.262,-0.216181,0.949962,-1.473257,-0.303588,0.878732,-1.479802,-0.121395,0.888638,-1.476666,-0.321481,0.539021,-1.258200,-0.114898,0.485407,-1.523511,-0.343495,0.156551,-1.083657,-0.119825,0.101050,-1.695203,-0.221504,1.049651,-1.478905,-0.218500,1.166912,-1.476693,-0.227944,1.446720,-1.431693,-0.234309,1.541781,-1.381052,-0.285572,1.386984,-1.450311,-0.164079,1.390968,-1.438662,-0.406698,1.354877,-1.481871,-0.037522,1.365623,-1.444949,-0.444710,1.107101,-1.592612,0.078775,1.137793,-1.346612,-0.471411,0.842059,-1.665382,0.061856,0.936640,-1.158179,-0.371637,0.168195,-0.929419,-0.115988,0.026480,-1.556850,,,,,,,,,,-0.434886,0.805145,-1.654881,-0.407288,0.766555,-1.655696,-0.383846,0.730440,-1.663848,-0.437589,0.721523,-1.678656,-0.418165,0.690025,-1.690710,-0.394401,0.668333,-1.702157,-0.447430,0.723206,-1.705637,-0.426803,0.698631,-1.722271,-0.402245,0.680419,-1.738464,-0.455483,0.734557,-1.724000,-0.435103,0.710976,-1.742039,-0.409384,0.697894,-1.758203,-0.463279,0.752977,-1.743712,-0.437375,0.729408,-1.765728,-0.416522,0.721086,-1.778736,0.020645,0.907173,-1.142677,-0.008062,0.870642,-1.133044,-0.023091,0.830030,-1.126326,0.022057,0.843341,-1.083613,0.006658,0.808529,-1.075505,-0.011244,0.780075,-1.081524,0.046523,0.829649,-1.090066,0.034723,0.796101,-1.083636,0.017270,0.769358,-1.096948,0.066080,0.826810,-1.101912,0.054563,0.792991,-1.097389,0.037097,0.772560,-1.116659,0.087565,0.827011,-1.119994,0.072488,0.788575,-1.117442,0.059000,0.768722,-1.127302,-0.219530,1.301316,-1.469736
