Frame,Time,Hips_X,Hips_Y,Hips_Z,LeftUpperLeg_X,LeftUpperLeg_Y,LeftUpperLeg_Z,RightUpperLeg_X,RightUpperLeg_Y,RightUpperLeg_Z,LeftLowerLeg_X,LeftLowerLeg_Y,LeftLowerLeg_Z,RightLowerLeg_X,RightLowerLeg_Y,RightLowerLeg_Z,LeftFoot_X,LeftFoot_Y,LeftFoot_Z,RightFoot_X,RightFoot_Y,RightFoot_Z,Spine_X,Spine_Y,Spine_Z,Chest_X,Chest_Y,Chest_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,LeftUpperArm_X,LeftUpperArm_Y,LeftUpperArm_Z,RightUpperArm_X,RightUpperArm_Y,RightUpperArm_Z,LeftLowerArm_X,LeftLowerArm_Y,LeftLowerArm_Z,RightLowerArm_X,RightLowerArm_Y,RightLowerArm_Z,LeftHand_X,LeftHand_Y,LeftHand_Z,RightHand_X,RightHand_Y,RightHand_Z,LeftToes_X,LeftToes_Y,LeftToes_Z,RightToes_X,RightToes_Y,RightToes_Z,LeftEye_X,LeftEye_Y,LeftEye_Z,RightEye_X,RightEye_Y,RightEye_Z,Jaw_X,Jaw_Y,Jaw_Z,LeftThumbProximal_X,LeftThumbProximal_Y,LeftThumbProximal_Z,LeftThumbIntermediate_X,LeftThumbIntermediate_Y,LeftThumbIntermediate_Z,LeftThumbDistal_X,LeftThumbDistal_Y,LeftThumbDistal_Z,LeftIndexProximal_X,LeftIndexProximal_Y,LeftIndexProximal_Z,LeftIndexIntermediate_X,LeftIndexIntermediate_Y,LeftIndexIntermediate_Z,LeftIndexDistal_X,LeftIndexDistal_Y,LeftIndexDistal_Z,LeftMiddleProximal_X,LeftMiddleProximal_Y,LeftMiddleProximal_Z,LeftMiddleIntermediate_X,LeftMiddleIntermediate_Y,LeftMiddleIntermediate_Z,LeftMiddleDistal_X,LeftMiddleDistal_Y,LeftMiddleDistal_Z,LeftRingProximal_X,LeftRingProximal_Y,LeftRingProximal_Z,LeftRingIntermediate_X,LeftRingIntermediate_Y,LeftRingIntermediate_Z,LeftRingDistal_X,LeftRingDistal_Y,LeftRingDistal_Z,LeftLittleProximal_X,LeftLittleProximal_Y,LeftLittleProximal_Z,LeftLittleIntermediate_X,LeftLittleIntermediate_Y,LeftLittleIntermediate_Z,LeftLittleDistal_X,LeftLittleDistal_Y,LeftLittleDistal_Z,RightThumbProximal_X,RightThumbProximal_Y,RightThumbProximal_Z,RightThumbIntermediate_X,RightThumbIntermediate_Y,RightThumbIntermediate_Z,RightThumbDistal_X,RightThumbDistal_Y,RightThumbDistal_Z,RightIndexProximal_X,RightIndexProximal_Y,RightIndexProximal_Z,RightIndexIntermediate_X,RightIndexIntermediate_Y,RightIndexIntermediate_Z,RightIndexDistal_X,RightIndexDistal_Y,RightIndexDistal_Z,RightMiddleProximal_X,RightMiddleProximal_Y,RightMiddleProximal_Z,RightMiddleIntermediate_X,RightMiddleIntermediate_Y,RightMiddleIntermediate_Z,RightMiddleDistal_X,RightMiddleDistal_Y,RightMiddleDistal_Z,RightRingProximal_X,RightRingProximal_Y,RightRingProximal_Z,RightRingIntermediate_X,RightRingIntermediate_Y,RightRingIntermediate_Z,RightRingDistal_X,RightRingDistal_Y,RightRingDistal_Z,RightLittleProximal_X,RightLittleProximal_Y,RightLittleProximal_Z,RightLittleIntermediate_X,RightLittleIntermediate_Y,RightLittleIntermediate_Z,RightLittleDistal_X,RightLittleDistal_Y,RightLittleDistal_Z,UpperChest_X,UpperChest_Y,UpperChest_Z
76,10.628,-0.376507,0.946762,0.736045,-0.467430,0.880199,0.728367,-0.285620,0.880192,0.744093,-0.471330,0.502380,0.876924,-0.240117,0.512634,0.910412,-0.435371,0.093864,0.781765,-0.256660,0.248150,0.583292,-0.375350,1.045854,0.722719,-0.376450,1.163048,0.717415,-0.381489,1.445233,0.745209,-0.387895,1.542635,0.791180,-0.441375,1.385483,0.736288,-0.319289,1.388029,0.735482,-0.564183,1.347396,0.723400,-0.194627,1.359533,0.716879,-0.636272,1.083163,0.732673,-0.102474,1.101554,0.724377,-0.663443,0.823799,0.823490,-0.038567,0.838487,0.778851,-0.448088,0.021921,0.920974,-0.242148,0.094119,0.611231,,,,,,,,,,-0.627916,0.788684,0.841146,-0.604626,0.748939,0.852522,-0.590196,0.707595,0.854175,-0.643581,0.706107,0.863525,-0.630790,0.669397,0.861651,-0.613422,0.640819,0.854724,-0.661609,0.697527,0.842812,-0.648229,0.664872,0.835018,-0.630778,0.637293,0.823535,-0.674508,0.700821,0.824008,-0.661291,0.668761,0.814295,-0.642196,0.645919,0.799891,-0.687160,0.709576,0.800514,-0.669446,0.674186,0.788475,-0.653508,0.657050,0.777266,-0.072944,0.802576,0.797169,-0.096749,0.762285,0.805010,-0.104356,0.719170,0.803131,-0.053259,0.727647,0.836709,-0.061083,0.690107,0.843363,-0.076658,0.660099,0.838540,-0.031174,0.718091,0.820942,-0.037349,0.682637,0.824256,-0.055489,0.655827,0.812042,-0.015621,0.719803,0.804030,-0.021779,0.684331,0.804843,-0.042058,0.664789,0.787501,-0.000044,0.726031,0.781508,-0.008791,0.685687,0.778859,-0.021944,0.665892,0.768443,-0.378605,1.297611,0.715886
77,10.662,-0.376088,0.956731,0.788540,-0.467269,0.890665,0.779708,-0.285699,0.889668,0.797976,-0.465200,0.499457,0.888259,-0.246836,0.540540,1.001523,-0.435447,0.092778,0.783569,-0.265385,0.233885,0.713683,-0.374187,1.055790,0.775059,-0.375587,1.172961,0.769321,-0.377994,1.455222,0.796541,-0.381175,1.552533,0.843037,-0.438640,1.395903,0.790284,-0.316681,1.397537,0.784337,-0.562452,1.359480,0.783758,-0.193453,1.367445,0.759680,-0.636484,1.097249,0.813013,-0.106604,1.107781,0.748118,-0.645793,0.850168,0.935978,-0.040423,0.841593,0.780046,-0.448410,0.020990,0.922836,-0.256041,0.090304,0.777039,,,,,,,,,,-0.607534,0.817960,0.953465,-0.582027,0.780228,0.966775,-0.565310,0.740169,0.972785,-0.618284,0.738621,0.987448,-0.604584,0.702221,0.988889,-0.587158,0.673299,0.983768,-0.638352,0.727311,0.970214,-0.625074,0.694098,0.965048,-0.608311,0.665501,0.955137,-0.653424,0.728082,0.952804,-0.640436,0.695277,0.945593,-0.622417,0.671145,0.931927,-0.668940,0.733692,0.930079,-0.652021,0.697179,0.920500,-0.637128,0.678904,0.909659,-0.073939,0.805291,0.799172,-0.098470,0.765288,0.806204,-0.108311,0.722862,0.801348,-0.053092,0.726207,0.828774,-0.061433,0.688440,0.833113,-0.078638,0.659430,0.827754,-0.033589,0.717470,0.809514,-0.040905,0.682090,0.810405,-0.061608,0.657167,0.798274,-0.020172,0.720282,0.790996,-0.027637,0.685087,0.789432,-0.050701,0.667867,0.773141,-0.007208,0.728133,0.767354,-0.017786,0.688489,0.762098,-0.032854,0.670129,0.751649,-0.377434,1.307524,0.767462
78,10.695,-0.375812,0.962303,0.839801,-0.467206,0.896734,0.829578,-0.285913,0.894748,0.850340,-0.458277,0.496125,0.894881,-0.254288,0.569480,1.091237,-0.435256,0.091294,0.781681,-0.272196,0.213213,0.867661,-0.373210,1.061378,0.826553,-0.374834,1.178552,0.820932,-0.373951,1.460761,0.848645,-0.373804,1.557854,0.895703,-0.435419,1.402085,0.844800,-0.313798,1.402469,0.833832,-0.559986,1.367718,0.844101,-0.192304,1.370787,0.803272,-0.636826,1.108910,0.891175,-0.111498,1.110812,0.771889,-0.621428,0.878818,1.043084,-0.046790,0.842577,0.782785,-0.447970,0.019189,0.920807,-0.263527,0.093608,0.969328,,,,,,,,,,-0.579885,0.850357,1.059550,-0.551222,0.815476,1.074153,-0.531448,0.777466,1.083345,-0.582768,0.775705,1.104091,-0.567209,0.740342,1.108792,-0.549050,0.711597,1.105584,-0.604171,0.761645,1.090981,-0.590044,0.728468,1.088576,-0.573218,0.699341,1.080483,-0.621214,0.759700,1.075599,-0.607746,0.726580,1.071298,-0.590387,0.701318,1.058873,-0.639555,0.761858,1.054442,-0.622314,0.724878,1.047629,-0.608006,0.705766,1.037463,-0.080432,0.806451,0.802022,-0.106659,0.767356,0.807958,-0.119668,0.726226,0.800249,-0.061828,0.723788,0.821666,-0.072124,0.686290,0.823306,-0.091659,0.658963,0.817143,-0.045052,0.715951,0.799648,-0.054565,0.681123,0.798046,-0.078029,0.658732,0.786002,-0.033481,0.719849,0.780108,-0.043400,0.685462,0.776107,-0.069133,0.671278,0.760925,-0.022566,0.729290,0.756017,-0.036148,0.690983,0.748316,-0.053368,0.674582,0.737933,-0.376129,1.313124,0.819333
79,10.728,-0.375778,0.963616,0.890886,-0.467317,0.898526,0.879028,-0.286316,0.895590,0.902096,-0.452448,0.493489,0.902580,-0.262839,0.588595,1.166737,-0.434594,0.091076,0.780194,-0.274965,0.193110,1.022940,-0.372575,1.062769,0.878375,-0.374508,1.179980,0.873700,-0.369908,1.461914,0.903620,-0.366725,1.558633,0.951335,-0.432227,1.404045,0.901741,-0.311136,1.403001,0.885989,-0.557322,1.371980,0.906379,-0.191570,1.370229,0.849540,-0.638451,1.117802,0.968934,-0.117543,1.111475,0.797891,-0.592503,0.908602,1.143233,-0.056960,0.842180,0.789774,-0.446739,0.018880,0.919324,-0.264927,0.103709,1.151872,,,,,,,,,,-0.548291,0.883907,1.158803,-0.516809,0.852264,1.174898,-0.494240,0.816802,1.187284,-0.543285,0.816490,1.213530,-0.525807,0.782677,1.221654,-0.506851,0.754284,1.220735,-0.565374,0.800132,1.205036,-0.550179,0.767355,1.205979,-0.533072,0.737797,1.200439,-0.583876,0.795535,1.192098,-0.569657,0.762458,1.191335,-0.552719,0.736010,1.180969,-0.604457,0.794121,1.173043,-0.586520,0.756979,1.169902,-0.572583,0.736919,1.161145,-0.090987,0.805937,0.808090,-0.118855,0.767764,0.812298,-0.134759,0.728340,0.801660,-0.075645,0.720872,0.817773,-0.088140,0.684039,0.816383,-0.109776,0.658645,0.809079,-0.061134,0.714555,0.793749,-0.072812,0.680625,0.789446,-0.098451,0.660875,0.777218,-0.050939,0.719891,0.773788,-0.063249,0.686695,0.767205,-0.090924,0.675566,0.752921,-0.041438,0.731238,0.749921,-0.057885,0.694687,0.739689,-0.076844,0.680363,0.729263,-0.375129,1.314566,0.873259
80,10.762,-0.375168,0.960823,0.942236,-0.467076,0.896680,0.928266,-0.286464,0.891892,0.953929,-0.450085,0.491342,0.912633,-0.276603,0.592410,1.227873,-0.433710,0.092624,0.778510,-0.273509,0.174087,1.180660,-0.370935,1.060086,0.930965,-0.373752,1.177315,0.927322,-0.365402,1.458818,0.959992,-0.359982,1.555107,1.008373,-0.428613,1.401897,0.959639,-0.308155,1.399241,0.939764,-0.554047,1.372297,0.969068,-0.190543,1.365804,0.897957,-0.640801,1.124153,1.046527,-0.124162,1.109446,0.827416,-0.564676,0.936772,1.234541,-0.069222,0.839938,0.802864,-0.445567,0.019789,0.917331,-0.263315,0.115015,1.325999,,,,,,,,,,-0.518654,0.915213,1.249512,-0.485098,0.886798,1.267346,-0.460272,0.854306,1.283103,-0.507003,0.857569,1.313595,-0.488113,0.825635,1.325346,-0.468717,0.797586,1.327192,-0.529429,0.839907,1.310014,-0.513445,0.807864,1.314895,-0.496229,0.777934,1.312699,-0.548965,0.833157,1.299835,-0.534159,0.800499,1.303166,-0.517677,0.772814,1.295698,-0.571219,0.828544,1.283339,-0.552649,0.791608,1.284765,-0.539031,0.770516,1.278206,-0.103403,0.803186,0.819831,-0.132501,0.765777,0.822153,-0.150860,0.728258,0.808902,-0.091036,0.717092,0.819647,-0.105522,0.681236,0.815260,-0.128901,0.657790,0.806889,-0.078500,0.712821,0.794107,-0.091982,0.680018,0.787161,-0.119278,0.662694,0.774841,-0.069493,0.719859,0.774102,-0.083819,0.688077,0.765073,-0.112923,0.679640,0.751823,-0.061193,0.733303,0.750885,-0.080039,0.698683,0.738335,-0.100328,0.686230,0.728010,-0.373869,1.311900,0.928309
81,10.795,-0.373900,0.954003,0.995323,-0.466528,0.891553,0.978682,-0.286520,0.883496,1.007571,-0.450082,0.489211,0.926894,-0.291203,0.575727,1.272313,-0.432303,0.096241,0.776923,-0.272915,0.158227,1.323222,-0.367904,1.053345,0.985667,-0.371929,1.170554,0.982521,-0.360408,1.451622,1.017253,-0.353624,1.547545,1.066184,-0.424405,1.395590,1.018129,-0.304580,1.391439,0.994962,-0.549867,1.367887,1.031928,-0.188769,1.357680,0.948629,-0.642382,1.127318,1.125036,-0.130103,1.104185,0.862602,-0.539664,0.960359,1.319534,-0.080807,0.835133,0.824697,-0.444224,0.021545,0.914746,-0.263943,0.131471,1.477884,,,,,,,,,,-0.492479,0.941683,1.334756,-0.457454,0.916715,1.354789,-0.430658,0.887884,1.374052,-0.475861,0.895654,1.406662,-0.455950,0.866316,1.422711,-0.436167,0.839048,1.428317,-0.498250,0.877613,1.407622,-0.481596,0.846973,1.417102,-0.464169,0.817157,1.419183,-0.518334,0.869222,1.400066,-0.502963,0.837672,1.408141,-0.486650,0.809120,1.404608,-0.541577,0.861873,1.386123,-0.522304,0.825886,1.392808,-0.508753,0.804055,1.389191,-0.114949,0.797882,0.840622,-0.145063,0.761225,0.841576,-0.165701,0.725617,0.826528,-0.105543,0.711888,0.831585,-0.121936,0.677244,0.824820,-0.146905,0.655703,0.815936,-0.094964,0.709715,0.804920,-0.110082,0.678157,0.795885,-0.138781,0.662943,0.783972,-0.087136,0.718366,0.785052,-0.103311,0.688092,0.774157,-0.133584,0.681918,0.762356,-0.080021,0.733716,0.762638,-0.100980,0.700993,0.748456,-0.122368,0.690100,0.738597,-0.371808,1.305127,0.984546
82,10.828,-0.372836,0.944030,1.050521,-0.465913,0.882982,1.031374,-0.286500,0.872283,1.062982,-0.448893,0.486492,0.945715,-0.296931,0.543321,1.300694,-0.431871,0.100704,0.778053,-0.272980,0.144460,1.433242,-0.365515,1.043438,1.042616,-0.369625,1.160653,1.039864,-0.355785,1.441425,1.075822,-0.348328,1.537177,1.124990,-0.420227,1.385925,1.077539,-0.300872,1.380903,1.052215,-0.545403,1.358857,1.094769,-0.186517,1.347361,1.002250,-0.642895,1.126636,1.202798,-0.134283,1.096466,0.905168,-0.517880,0.977170,1.398468,-0.089276,0.828293,0.857069,-0.443811,0.023591,0.914537,-0.267063,0.145019,1.590345,,,,,,,,,,-0.470025,0.962095,1.415486,-0.434099,0.941422,1.438581,-0.405580,0.917404,1.461605,-0.451014,0.929044,1.493661,-0.430291,0.903601,1.514588,-0.409829,0.878270,1.524884,-0.473007,0.911049,1.498147,-0.455632,0.882926,1.512749,-0.437583,0.854292,1.519918,-0.493066,0.901177,1.492573,-0.476986,0.871860,1.505944,-0.460172,0.843414,1.507333,-0.516434,0.891211,1.480604,-0.496309,0.857305,1.493117,-0.482366,0.835421,1.493124,-0.123263,0.790536,0.872109,-0.154156,0.754520,0.872046,-0.176671,0.720647,0.855736,-0.116574,0.705405,0.855579,-0.134551,0.671960,0.847034,-0.160767,0.652010,0.838032,-0.107745,0.705220,0.828199,-0.124196,0.674848,0.817569,-0.153964,0.661296,0.806291,-0.100967,0.715319,0.808629,-0.118666,0.686447,0.796379,-0.149789,0.681981,0.786122,-0.094895,0.732314,0.787114,-0.117636,0.701313,0.771850,-0.139912,0.691715,0.762630,-0.369001,1.295214,1.042536
83,10.862,-0.371272,0.932911,1.107214,-0.464375,0.872348,1.086709,-0.285226,0.860784,1.119481,-0.443271,0.485711,0.964651,-0.295852,0.515813,1.333288,-0.430301,0.106881,0.781478,-0.285310,0.131428,1.504666,-0.363621,1.032381,1.100487,-0.366613,1.149646,1.098490,-0.350988,1.430158,1.135845,-0.343068,1.525849,1.185060,-0.415633,1.374905,1.137826,-0.296525,1.369549,1.111434,-0.540643,1.348265,1.156841,-0.183245,1.336393,1.058832,-0.642119,1.123335,1.276052,-0.135644,1.087283,0.955007,-0.503674,0.984366,1.470413,-0.093361,0.820223,0.898908,-0.441542,0.025102,0.915278,-0.284615,0.136876,1.661786,,,,,,,,,,-0.455299,0.973360,1.489006,-0.418644,0.957264,1.514477,-0.388948,0.937945,1.540270,-0.434994,0.952080,1.570859,-0.413430,0.930644,1.595155,-0.392117,0.907786,1.608923,-0.456364,0.934170,1.577947,-0.438066,0.909004,1.596329,-0.419075,0.882298,1.607426,-0.476097,0.922973,1.573935,-0.459058,0.896404,1.591273,-0.441311,0.869012,1.596617,-0.499151,0.910689,1.563626,-0.477917,0.879575,1.580721,-0.463262,0.858379,1.583771,-0.127256,0.781819,0.912444,-0.158714,0.746328,0.910936,-0.182567,0.714140,0.893181,-0.122735,0.698218,0.888873,-0.141763,0.665891,0.878495,-0.168757,0.647181,0.869139,-0.115158,0.700126,0.861186,-0.132485,0.670896,0.848877,-0.162910,0.658634,0.837880,-0.109105,0.711679,0.842192,-0.127828,0.684136,0.828493,-0.159451,0.680920,0.819356,-0.103729,0.730273,0.821845,-0.127699,0.700891,0.805311,-0.150552,0.692369,0.796454,-0.365077,1.284182,1.101891
84,10.895,-0.369126,0.922246,1.164114,-0.461672,0.860627,1.144238,-0.282315,0.851065,1.176520,-0.436134,0.483282,0.996624,-0.297866,0.512175,1.399552,-0.428796,0.118573,0.786467,-0.289284,0.118302,1.547954,-0.362506,1.021749,1.156805,-0.364328,1.139043,1.155183,-0.346841,1.419306,1.193577,-0.337940,1.514976,1.242664,-0.411746,1.364360,1.195619,-0.292790,1.358540,1.168641,-0.536923,1.338896,1.215133,-0.180333,1.324874,1.114619,-0.641616,1.117659,1.338401,-0.135127,1.075951,1.009283,-0.501340,0.980631,1.532828,-0.094219,0.809678,0.948613,-0.439619,0.025575,0.912764,-0.287451,0.105231,1.704615,,,,,,,,,,-0.452716,0.972041,1.552035,-0.415691,0.958625,1.578505,-0.386303,0.941104,1.605884,-0.431855,0.957205,1.635160,-0.409727,0.937164,1.660130,-0.388004,0.915183,1.674664,-0.452826,0.939406,1.643591,-0.433853,0.915684,1.663170,-0.414244,0.890013,1.675560,-0.472319,0.927529,1.640459,-0.454563,0.902377,1.659139,-0.436205,0.875704,1.665876,-0.495117,0.914039,1.631134,-0.472966,0.884732,1.650151,-0.457743,0.864182,1.654543,-0.128538,0.770945,0.959966,-0.160641,0.736178,0.956485,-0.185462,0.705711,0.937094,-0.125922,0.689229,0.930288,-0.145664,0.658061,0.917897,-0.173108,0.640492,0.907673,-0.118813,0.693033,0.902672,-0.136695,0.664986,0.888541,-0.167430,0.653890,0.877173,-0.112899,0.705844,0.884457,-0.132240,0.679637,0.869096,-0.164043,0.677493,0.860275,-0.107563,0.725786,0.865418,-0.132229,0.697981,0.847260,-0.155319,0.690349,0.838210,-0.361804,1.273552,1.159045
85,10.928,-0.366140,0.914208,1.223096,-0.457799,0.850722,1.205076,-0.277968,0.844725,1.235525,-0.432564,0.476851,1.048822,-0.295977,0.518269,1.476218,-0.430590,0.135305,0.802701,-0.293786,0.109321,1.576167,-0.361342,1.013700,1.214357,-0.361938,1.131001,1.212343,-0.342526,1.411311,1.249560,-0.331508,1.507090,1.298001,-0.407669,1.356673,1.252208,-0.288910,1.350205,1.224519,-0.533051,1.332424,1.271950,-0.177232,1.314863,1.169953,-0.639920,1.109436,1.390090,-0.130525,1.063959,1.070116,-0.508367,0.967257,1.586902,-0.088357,0.797283,1.012135,-0.443772,0.023080,0.912011,-0.291398,0.069283,1.728181,,,,,,,,,,-0.460450,0.958795,1.607862,-0.424379,0.945517,1.635683,-0.397335,0.926817,1.664653,-0.442555,0.944266,1.691730,-0.421242,0.923562,1.716866,-0.400105,0.901098,1.731526,-0.463792,0.926469,1.699466,-0.445396,0.902437,1.719218,-0.426191,0.876544,1.731778,-0.483147,0.914555,1.695681,-0.465989,0.889237,1.714693,-0.447875,0.862485,1.721767,-0.505580,0.901004,1.685594,-0.483830,0.871771,1.705178,-0.468632,0.851297,1.709990,-0.123391,0.758607,1.021285,-0.155923,0.724500,1.015821,-0.181064,0.695128,0.995194,-0.121467,0.678218,0.988134,-0.141645,0.648066,0.974048,-0.169254,0.631521,0.962633,-0.113876,0.683105,0.960818,-0.131886,0.655963,0.945163,-0.162549,0.645771,0.932800,-0.107501,0.696601,0.943266,-0.126997,0.671388,0.926501,-0.158683,0.670070,0.917116,-0.101589,0.717265,0.925191,-0.126516,0.690576,0.905760,-0.149605,0.683596,0.896194,-0.358371,1.265501,1.215666
86,10.962,-0.362917,0.910634,1.282874,-0.454037,0.845999,1.266261,-0.273804,0.842241,1.294620,-0.442518,0.465594,1.124870,-0.287318,0.521099,1.542646,-0.431452,0.159817,0.835715,-0.296100,0.102971,1.590867,-0.359378,1.010128,1.273568,-0.359181,1.127415,1.270842,-0.338501,1.408058,1.305110,-0.324771,1.504018,1.352490,-0.403721,1.353581,1.308932,-0.285226,1.346577,1.280262,-0.529206,1.330130,1.328979,-0.174354,1.309014,1.225536,-0.635934,1.100405,1.433560,-0.122037,1.054775,1.137631,-0.521356,0.945118,1.631080,-0.075659,0.786520,1.091322,-0.447102,0.020317,0.906506,-0.296536,0.043507,1.736402,,,,,,,,,,-0.475518,0.935551,1.655863,-0.442100,0.920974,1.686232,-0.419201,0.899751,1.716981,-0.465196,0.917638,1.740349,-0.446374,0.895706,1.766414,-0.426786,0.872447,1.781960,-0.487084,0.899680,1.745457,-0.470603,0.874608,1.765603,-0.452705,0.847993,1.778576,-0.506054,0.888041,1.739498,-0.490850,0.861852,1.758986,-0.473612,0.834685,1.766645,-0.527535,0.875031,1.726929,-0.507557,0.844818,1.746909,-0.492858,0.824070,1.752083,-0.111361,0.748041,1.098509,-0.143810,0.714190,1.091249,-0.168206,0.685031,1.069456,-0.108334,0.667817,1.065041,-0.128960,0.638541,1.049802,-0.156611,0.623053,1.037078,-0.099367,0.672795,1.038162,-0.117210,0.646195,1.021424,-0.147487,0.636775,1.007584,-0.092040,0.686340,1.021024,-0.111472,0.661715,1.003335,-0.142789,0.661163,0.992718,-0.085102,0.707057,1.003380,-0.109967,0.680794,0.983301,-0.132915,0.674272,0.973094,-0.354922,1.261920,1.272949
87,10.995,-0.359640,0.911617,1.339914,-0.450508,0.846366,1.324359,-0.269959,0.843824,1.350775,-0.464717,0.452315,1.227645,-0.278627,0.520168,1.595730,-0.429206,0.191070,0.899434,-0.297977,0.099629,1.598047,-0.356856,1.011121,1.330457,-0.357055,1.128395,1.327206,-0.336213,1.409268,1.359566,-0.320917,1.505357,1.406199,-0.401498,1.354907,1.363885,-0.283049,1.347532,1.335117,-0.527209,1.332175,1.383343,-0.172619,1.307845,1.280999,-0.631777,1.093929,1.469399,-0.113316,1.050330,1.208399,-0.541713,0.916040,1.660449,-0.062693,0.780234,1.181165,-0.437682,0.034738,0.913758,-0.298705,0.031410,1.739688,,,,,,,,,,-0.499357,0.903469,1.689687,-0.470074,0.885746,1.722548,-0.452093,0.861021,1.753944,-0.499619,0.878624,1.773041,-0.484635,0.854170,1.799350,-0.467580,0.829206,1.815234,-0.522199,0.860823,1.773991,-0.508790,0.833813,1.793909,-0.493102,0.805792,1.806781,-0.540456,0.850138,1.764861,-0.528157,0.822136,1.783872,-0.512412,0.794042,1.791397,-0.560420,0.838674,1.748777,-0.543385,0.806352,1.768177,-0.529716,0.784878,1.773210,-0.098563,0.741765,1.187520,-0.130261,0.707379,1.179500,-0.152730,0.677313,1.156884,-0.092861,0.660314,1.157545,-0.113766,0.631311,1.142166,-0.141291,0.616396,1.128517,-0.082171,0.664307,1.131136,-0.099672,0.637581,1.114240,-0.129383,0.628451,1.099044,-0.073810,0.677229,1.113990,-0.092971,0.652416,1.096269,-0.123767,0.652142,1.084213,-0.065846,0.697294,1.096028,-0.090215,0.670407,1.076167,-0.112882,0.663849,1.065373,-0.352864,1.262912,1.328536
88,11.028,-0.356471,0.916215,1.393090,-0.447324,0.850741,1.378409,-0.266489,0.848652,1.402831,-0.483694,0.447798,1.344563,-0.272052,0.515986,1.635499,-0.431785,0.229679,0.988245,-0.298882,0.097351,1.600029,-0.354067,1.015744,1.383797,-0.355110,1.133024,1.380919,-0.337203,1.413966,1.414439,-0.322339,1.509967,1.461389,-0.402102,1.359049,1.417290,-0.283039,1.352745,1.390903,-0.528067,1.335473,1.433888,-0.171702,1.312687,1.338961,-0.626728,1.089152,1.502395,-0.104276,1.053113,1.282598,-0.565868,0.882853,1.675580,-0.049517,0.782477,1.278948,-0.432343,0.074069,0.965837,-0.299143,0.027501,1.740875,,,,,,,,,,-0.527441,0.864744,1.707240,-0.502521,0.841506,1.740262,-0.488641,0.812080,1.769618,-0.537845,0.828433,1.785589,-0.526611,0.799907,1.809564,-0.512107,0.772277,1.823440,-0.560741,0.811517,1.781439,-0.550487,0.781442,1.798656,-0.537153,0.751259,1.809059,-0.578035,0.802901,1.768886,-0.568570,0.772030,1.784830,-0.554386,0.742584,1.789891,-0.596234,0.794556,1.749193,-0.582512,0.758968,1.765204,-0.570151,0.736380,1.768416,-0.083858,0.743021,1.287369,-0.113568,0.706528,1.281281,-0.133319,0.673572,1.260207,-0.073114,0.659566,1.265347,-0.093198,0.629032,1.251967,-0.120136,0.612624,1.238872,-0.061427,0.661667,1.239143,-0.077955,0.633307,1.224023,-0.107051,0.622491,1.208745,-0.052890,0.673374,1.221228,-0.071052,0.646701,1.205243,-0.101488,0.644744,1.192451,-0.045036,0.692094,1.201824,-0.068125,0.662780,1.183968,-0.090342,0.654678,1.173287,-0.351993,1.267564,1.382685
89,11.062,-0.355737,0.924930,1.442555,-0.446592,0.859292,1.428639,-0.265504,0.857544,1.451140,-0.493925,0.457277,1.459875,-0.271062,0.511711,1.663744,-0.433873,0.256845,1.094562,-0.299079,0.096173,1.602292,-0.353656,1.024491,1.433536,-0.355384,1.141787,1.431885,-0.341464,1.422345,1.469950,-0.328726,1.517844,1.518522,-0.405896,1.366814,1.469118,-0.285730,1.361972,1.447935,-0.532172,1.341562,1.479853,-0.172163,1.322793,1.400332,-0.623492,1.088587,1.532445,-0.098566,1.061908,1.360029,-0.595753,0.854381,1.676090,-0.043126,0.792253,1.381674,-0.436078,0.101620,1.069720,-0.299318,0.026445,1.743199,,,,,,,,,,-0.560141,0.828247,1.705344,-0.538222,0.797356,1.733923,-0.526697,0.762002,1.757108,-0.576998,0.776087,1.772874,-0.567936,0.742473,1.790273,-0.554934,0.711916,1.798243,-0.599955,0.761422,1.763625,-0.591679,0.727804,1.773990,-0.579869,0.695520,1.777893,-0.616520,0.756468,1.748396,-0.608825,0.722431,1.757290,-0.595675,0.692102,1.756248,-0.633473,0.753379,1.726222,-0.622294,0.714376,1.734283,-0.611043,0.691036,1.732872,-0.074875,0.752059,1.395214,-0.102070,0.713195,1.393983,-0.119565,0.676483,1.377659,-0.058479,0.667330,1.384382,-0.076770,0.634206,1.375273,-0.102721,0.614749,1.364581,-0.046722,0.666737,1.358131,-0.061772,0.635866,1.346881,-0.090271,0.621755,1.333256,-0.038813,0.676528,1.338832,-0.055374,0.647027,1.326492,-0.085609,0.641769,1.314162,-0.032033,0.693013,1.317131,-0.053196,0.660323,1.303179,-0.074819,0.649617,1.293631,-0.353435,1.276314,1.435421
